,title,byline,date,content,month_year
294,Chicago-area parents rally for school principal removed after making masks optional,Stephen Sorace,2022-02-14 12:10:00,"  close     video   fox news flash top headlines for february 14   fox news flash top headlines are here. check out what's clicking on foxnews.com. new you can now listen to fox news articles!
   parents and kids in a  chicago  suburb rallied in support of a catholic school  principal  who was removed from his position last week after telling families that masks would be optional in school going forward. principal jacob ""doc"" mathius of queen of martyrs catholic school in evergreen park was placed on administrative leave tuesday by the archdiocese of chicago, a day after sending a letter to families about his decision of making masks optional for students, faculty and staff, parents told  fox32 chicago  last week. opinion: unmask america's children – federal government should not be masking toddlers in the letter, mathius had written that covid-19 measures have become more harmful than the virus itself.     
      parents and students rally in support of principal who was place on leave for making masks optional.
       (fox 32 chicago) ""i have reached this determination as i perceive … that the social-emotional toll that continuing covid protocols have taken on many of our students have become more toxic than the covid virus itself,"" mathius wrote, in part. mathius, who served at brother rice high school for 43 years and is a u.s. navy reserve veteran, received a strong show of support from parents and students in the form of two rallies within the past week,  the station reported .  the latest rally came on sunday, when dozens of parents and students gathered outside the school in bitter cold weather and held signs reading ""reinstate doc"" and ""no more masks.""     
      parents and students held signs reading ""reinstate doc"" and ""no more masks.""
       (fox 32 chicago) ""he took a stand. i've never met the guy, but i appreciate what he did, and i think he's right,"" jim coogan told  wls-tv . ""and i really hope he's back in school this week."" fox news digital reached out to the archdiocese of chicago for comment on mathius’ reported removal and his current employment status but did not immediately hear back. local outlets have reported that the archdiocese has said that it doesn’t discuss personnel matters.  click here to get the fox news app   the removal of mathius comes after a sangamon county circuit court judge issued a temporary restraining order against illinois gov. j.b. pritzker’s mask requirement in schools, ruling that the democrat overstepped his authority, fox32 reported. the archdiocese of chicago has since made masks optional for its schools, except for schools in chicago, oak park and evanston where local health departments issued orders making masks a requirement, according to the station.  ",2022-02
295,CNN correspondent: Hard to get 'straight answers' from Democrats on mask mandates,Hanna Panreck,2022-02-14 11:53:00,"  close     video   congressional democrats' mask mandate positions hard to pin down: cnn reporter   cnn congressional correspondent lauren fox relays that house democrats have been reluctant to share their true mask mandate positions. new you can now listen to fox news articles!
   cnn congressional correspondent lauren fox said sunday that she had a difficult time getting answers from the  hill  on whether it's time to lift  mask  mandates because ""it's such a hard position for democrats."" ""i've got to tell you that i had a very hard time getting straight answers out of democrats on the hill this week as to whether or not they thought it was time to lift mask mandates because in part they're listening to their governors, in part they're listening to their constituents, in part they're looking over their shoulder as to whether or not they have a reelection or not. so many of them were like, we should follow the science,'"" fox said on cnn's ""inside politics.""      
      speaker of the house nancy pelosi, d-calif., meets with reporters at the capitol in washington, wednesday, aug. 25, 2021. (ap photo/j. scott applewhite)
       (ap photo/j. scott applewhite) fox said that it was ""very hard to nail people down"" with regard to mask mandates and that ""it's such a hard position for democrats after saying for years masks keep us safe."" ""and they do keep people safe and we should highlight that, but at what point do you say omicron is not enough of a threat to people's lives anymore, that we are going to continue to live with this,"" she continued.  democrats scramble to reverse course on covid restrictions ahead of midterms zolan kanno-youngs, a cnn political analyst, noted that some congressional democrats have to consider their base without running an ""early mission accomplished moment."" host abby phillip noted a  pew research poll  that found just half of americans think public officials are doing a good job responding to the pandemic.  she said that americans are losing faith in science. talev responded it's ""no surprise why"" and that america was ""paralyzed"" and ""divided."" the panel showed a photo of rep. elissa slotkin (d-mi.) maskless as everyone around her is wearing a face covering.      
      rochester, mi - december 16: u.s. representative elissa slotkin (d-mi) waits to speak at a town hall where she discussed her decision to vote in favor of the impeachment of president donald trump with her constituents on december 16, 2019 in rochester, michigan. (photo by bill pugliano/getty images)
       (bill pugliano/getty images) mask mandates eased across us as covid hospitalizations drop below 100,000 ""with the state of the union coming up, here is her message to president biden and to democrats. she says ""there are a bunch of us that are pushing the white house to really use the state of the union as a sort of declaration of the new phase,'"" phillip said.      
      president joe biden speaks to american service members at raf mildenhall in suffolk, england, wednesday, june 9, 2021. (ap photo/patrick semansky)
       (ap) jonathan martin of the new york times said that a lot of people in biden's white house trace the current climate back to july, when ""biden gave something akin to a mission accomplished speech"" before omicron hit.  ""and so they see that kind of rhetoric, abby, from slotkin, and they think we've seen this movie before. we don't want to get too premature now. which is why biden, you saw that clip earlier, doesn't want to quite do that yet. because i'm telling you, the pressure from democrats in the weeks to come is going to be so immense on this,"" martin said.  click here to get the fox news app several democratic-led states, including new jersey, delaware, california, new york, connecticut and oregon recently  announced  plans to pull back on mask mandates.   ",2022-02
296,Sen. Marshall to introduce legislation ending COVID-19 national emergency declaration,Houston Keene,2022-02-14 13:43:00,"  close     video   karl rove on national push to roll back covid-related school mandates: parents are 'concerned'   the fox news contributor joined 'america's newsroom' to discuss republican-led states pushing back on school mask mandates nationwide.  new you can now listen to fox news articles!
   first on fox:  sen.  roger marshall , r-kan., plans to introduce legislation on monday that aims to end the current  covid- 19   national emergency declaration. the legislation is powered by a provision in the national emergencies act (nea), a law that, when invoked, grants presidents special powers to deal with national emergencies outside natural disasters or war. marshall’s bill would revoke many of the federal government's expanded powers to respond to the pandemic on a national level. fauci says ‘full-blown’ covid-19 pandemic is almost over in us     ""with covid cases and hospitalizations on the decline, 94 percent of americans having immunity to covid, mask mandates falling by the wayside, and 70 percent of americans agreeing ‘it’s time we accept that covid is here to stay’ and that ‘we just need to get on with our lives,’ it’s clear we need a new approach to covid as we learn to live with it,"" marshall told fox news digital in a monday email. ""that new approach starts with putting an end to the covid national state of emergency,"" the senator continued. both presidents trump and biden invoked the nea to enact and continue the national emergency to deal with the pandemic.     
      president joe biden attends a virtual covid-19 summit during the 76th session of the united nations general assembly, in the south court auditorium on the white house campus, wednesday, sept. 22, 2021, in washington. 
       (ap photo/evan vucci) the emergency declaration was extended by biden until march 1, 2022 — a date that is fast approaching. it is likely the president will extend the emergency declaration again. congress is charged with determining whether an emergency under the nea should continue but has mostly ceded the decision up to the executive branch.     
      anthony fauci, director of the national institute of allergy and infectious diseases. 
       there have only been six termination resolutions since the enactment of the nea, and there are currently 31 national emergencies that have been in effect since the carter administration. click here to get the fox news app the kansas republican recently penned an  opinion piece  calling for a return to normalcy while pointing out the media and health officials’ roles in stoking fear about the pandemic. marshall plans to drop the legislation today at 3 p.m., as the senate floor opens for business.  ",2022-02
297,Tammy Bruce: LA Super Bowl showcased the 'absurdity' of the elites,Fox News Staff,2022-02-14 12:57:00,"  close     video   tammy bruce rips celebrities, politicians for defying mask mandate at super bowl: it's 'absurdity'   the fox news contributor joined 'the faulkner focus' to discuss the hypocrisy as children in los angeles return to school having to mask up in the classroom. new you can now listen to fox news articles!
   fox news contributor  tammy bruce  joined  ""the faulkner focus""  on monday to discuss the elites' hypocrisy after many celebrities were seen maskless at the  super bowl.  bruce told host  harris faulkner  it is an ""absurdity"" that children have to mask up in the  classroom  while elites refuse to abide by their own  covid-19  mandates. dan crenshaw torches maskless celebrities at super bowl: ‘absolutely ridiculous’  tammy bruce:  yeah, it's amazing, isn't it, how a football game kind of cures it or maybe even a midterm election cures it? but what los angelinos and californians recognize also is after that kids go back to school today having to wear masks. it's a reminder of the absurdity of the dynamic and how the elites, their politicians and celebrities don't believe that they're at risk. otherwise, they would cover their faces because they're the ones that matter, right? but they don't believe they're at risk, which creates less trust, more of an illegitimacy of government that americans are realizing. they don't even believe in their own orders. so why are they giving them to us? and especially why are they forcing children who, as we know now, are the least vulnerable? watch the interview from ‘the faulkner focus’ below:   video  ",2022-02
298,Democrats' COVID mask hypocrisy shows contempt for average Americans and they will pay in November,Ronna McDaniel,2022-02-14 18:38:00,"  close     video   stacey abrams personifies the hypocrisy of demanding democrats: chaffetz   fox news contributor jason chaffetz reacts to the georgia gubernatorial candidate going maskless on 'america reports.' new you can now listen to fox news articles!
   democrats  and double standards have always gone hand-in-hand. but they've never been quite as blatant as we’ve seen during the  pandemic . last week, photos surfaced of  georgia  democrat stacey abrams grinning maskless while a classroom full of masked children sat behind her. two days later,  michigan  rep. elissa slotkin snapped a mask-free selfie at a campaign event while her masked constituents sat in the background. and just over the weekend,  los angeles mayor eric garcetti  and a host of other celebrities were spotted without masks at the  super bowl  in la, where an indoor mask mandate is still in effect. just two weeks earlier, garcetti was criticized for posing maskless with  california gov. gavin newsom  at an nfl playoff game. those are just the most recent examples. democrats have been flouting their own rules since the beginning of the pandemic — and they’re often repeat offenders. the message is clear: mask mandates only apply to regular americans, not the elite democrats who put the mandates in place. the hypocrisy is the point. dan crenshaw torches maskless celebrities at super bowl: 'absolutely ridiculous' as democrats try to hold on to power, our children pay the price. a child psychiatrist from johns hopkins university is warning students are falling behind in school due to forced masking. it ""affects learning and development, particularly for our youngest learners"" and ""provides little discernible benefit,"" making this crisis even worse. speech therapists are reporting a 364% increase in referrals of babies and toddlers with speech delays. deaf and hard-of-hearing children experience ""significantly hampered word recognition"" because masks stop them from reading lips. some masks that kids are forced to wear are ""very hard to breathe in.""   video while the consequences of masking are everywhere, there’s little evidence in favor of forced masking, especially for children. the science simply does not support mask mandates on toddlers in schools. that’s why most countries in the western world don't force kids to wear masks. the united states is one of just seven that does. the u.s. represents freedom. it's embarrassing that we've so comprehensively failed to live up to that reputation when it comes to forcing masks on kids. but the  biden administration  still refuses to change its guidance. just this past week, biden  cdc director rochelle walensky  said ""now is not the moment"" to drop mandates. maskless photo-ops are a symbol of democrats' lack of respect for their constituents   in fact, democrats are so committed to mask mandates that they’re denying education to students who refuse to comply with their mask demands. in  virginia ’s loudoun county, unmasked students are being suspended for ""noncompliance."" one loudoun county school official threatened criminal charges of trespassing for children who come to school without a mask. as a result, dozens of students in fairfax county have been suspended indefinitely. fortunately, the state’s new republican governor glenn youngkin is fighting to put an end to this nonsense. the attacks come even as gov. youngkin issued an order giving parents the freedom to make their own decisions about their child’s mask.   video as parents fight back to protect their children and democrat poll numbers plummet, government bureaucrats are changing their tune on masks. last monday, liberal governors in connecticut, delaware and new jersey announced they would lift their school mask requirements in the coming weeks. meanwhile, states like new york and california announced they would end their indoor mask mandates for businesses, although they’ve refused to lift the mandate for kids in schools. click here to get the opinion newsletter it’s not that democrats have finally recognized the damage of their policies or the uselessness of masks. it’s political — just as it's always been. mask mandates are increasingly unpopular. with the midterm elections less than a year away and virginia electing republicans to all three statewide offices, democrats are nervous. in the coming months, you can expect them to reverse their coronavirus policies and claim that ""the science has changed."" but the truth is, biden and the democrats lied.   video while democrats kept your toddler in masks for two years,  republican  governors like florida’s  ron desantis  and texas’s  greg abbott  started getting their states back to normal long ago. republican governors empowered parents to make the best choices for their children. click here to get the fox news app for all their cheap talk about ""following the science,"" democrats' mask hypocrisy is proof of what we always knew: masks on children are just about power and virtue signaling. maskless photo-ops are a symbol of democrats' lack of respect for their constituents. on  november 8 , voters will hold them accountable. click here to read more from rnc chairwoman ronna mcdaniel    ",2022-02
299,Larry Elder on California mask mandate: The whole thing is a joke,Joshua Q. Nelson,2022-02-14 13:58:00,"  close     video   larry elder on california mask mandate: the whole thing is a joke   radio host larry elder rips california mask mandate after celebrities and the los angeles mayor eric garcetti was spotted at the super bowl.  new you can now listen to fox news articles!
   radio host larry elder told "" america’s newsroom "" on monday that the  california  mask mandates are a joke. his comments come on the heels of super bowl lvi, hosted by los angeles, where celebrities were seen ditching masks - despite the city's seemingly arbitrary, as elder points out, mask rules. dan crenshaw torches maskless celebrities at super bowl: 'absolutely ridiculous' larry elder: if you go to a restaurant here in l.a. county you are supposed to show proof you’ve been vaccinated. walk in with a mask. sit at a table, remove the mask. all servers are wearing masks. as you saw at the super bowl, 78,000 people not wearing masks, although remember the l.a. mayor wasn’t wearing a mask the other day at the nfc championship game. he was holding his breath. 78,000 people were holding their breath the entire game. … the whole thing is a joke. they were handing out n-95 masks for everybody entering the stadium. the only concession stand that didn’t make money was the facemask stands. kids are going to school now and have to wear masks. come july, a mandate that all kids have to be vaccinated and wear masks while the governor now is trying to ease the mandates, but he is caught between a rock and a hard place… i don’t know what the rules are. watch the full ‘america’s newsroom' video below:   video  ",2022-02
300,Kyrie Irving feels ‘no guilt’ about remaining unvaccinated, | OutKick,2022-02-14 14:00:00,"  close     video   fox news flash top headlines for february 13   fox news flash top headlines are here. check out what's clicking on foxnews.com. new you can now listen to fox news articles!
   nets star kyrie irving remains unvaccinated and unashamed. as covid cases across the country continue to fall and mask mandates drop quicker than nba defenders trying to guard him, brooklyn’s point guard remains firm in his stance against getting vaccinated. ""there’s no guilt that i feel,"" irving said of his decision to refrain from getting vaccinated, per  espn’s nick friedell . click here for more sports coverage on foxnews.com nor should he feel any guilt. whether to get a shot or not is a personal choice, one that irving has every right to make on his own. his decision means, at least for the time being, he can play only in brooklyn’s away games because new york city still has comical covid restrictions and mandates in place.     
      brooklyn nets' kyrie irving moves the ball during the first half of an nba basketball game against the cleveland cavaliers sunday, may 16, 2021, in new york.
       (ap photo/frank franklin ii, file) ""i still wish i could be out there at home,"" irving added, per friedell. ""and some people say it’s as simple as, ‘hey, go get this, go get the shot.’ no, it’s not as simple as that for me in my life, but ultimately still praying for a better outcome."" though he has intentionally missed those covid shots off the court, irving’s been his usual self on it. he’s boosted the nets’ offense, averaging 24 points, five assists and five boards per game since making his season debut in early january. now that new york is seemingly coming to their senses about the ridiculousness of the city’s mandates, the guilt-free irving could soon assist the nets at home, as well as on the road.     
      brooklyn nets guard kyrie irving (11) drives to the basket against washington wizards forward kyle kuzma (33) during the first half of an nba basketball game wednesday, jan. 19, 2022, in washington.
       (ap photo/evan vucci) click here for more sports coverage on foxnews.com ""i’m the only player that has to deal with this in new york city because i play there,"" irving added. ""if i was anywhere else in another city, then it probably wouldn’t be the same circumstances. but because i’m there, we have [mayor] eric adams, we have the new york mandate, we have things going on that are real-life circumstances that are not just affecting me, bro. so you ask me these questions, i don’t feel guilt.""     
      brooklyn nets guard kyrie irving (11) looks to pass the ball between golden state warriors forward andrew wiggins (22) and guard stephen curry during the first half of an nba basketball game in san francisco, saturday, jan. 29, 2022.
       (ap photo/jeff chiu) though irving usually does most of his damage below the rim, when he goes up against the coronabros, irving regularly dunks all over them.  ",2022-02
301,"Bowser lifting DC mask mandate for bars, gyms, concerts, but not schools",Tyler Olson,2022-02-14 13:25:00,"  close     video   tammy bruce rips celebrities, politicians for defying mask mandate at super bowl: it's 'absurdity'   the fox news contributor joined 'the faulkner focus' to discuss the hypocrisy as children in los angeles return to school having to mask up in the classroom. new you can now listen to fox news articles!
   washington, d.c.,  mayor muriel bowser said monday that the city will lift its  mask requirements  for many public venues, including bars, restaurants and schools – but it will still mandate masks for  schoolchildren . the city's vaccine mandate for indoor venues will also expire starting tuesday.  ""because of that diligence that we have seen since the height of omicron wave entered the district in december, cases have dropped more than 90% and there has been a 95% reduction in hospitalizations,"" bowser said. ""we are in a much better place now."" viral video shows children rejoicing after learning they no longer need to mask up at school bowser did not say that the mask mandate in the city would be fully lifted, only that they will be ""dialed back."" the places where people will no longer have to wear masks will be ""[r]estaurants and bars,"" ""[s]ports and entertainment venues,"" supermarkets, pharmacies, retail businesses, private offices, d.c. government offices and ""[h]ouses of worship.""  but the district will still require masks at ""schools, childcare facilities and libraries,"" as well as healthcare facilities, jails, and on public transit. bowser was asked about when the district might lift mask mandates in schools, which have been harshly criticized by parents as potentially harming the development of children, especially younger ones.      
      a child wearing a face mask arrives at school in the manhattan borough of new york city, new york, u.s., january 5, 2022. washington, d.c., is lifting its mask mandate for bars, concerts and restaurants, but not for schools. 
       ( reuters/carlo allegri) ""that's a good question,"" she said. ""we continue to work with our school communities over what they think it will take to keep kids safe and in school. we thought that our last group of little ones would have access to the vaccine in february. it turns out it's going to be sometime later. so i don't think that we're going to have a decision about schools sometime soon."" ""the limited public health emergency that i put in effect in december expires, as will the requirement for indoor venues to verify that patrons are vaccinated,"" on tuesday bowser also said regarding the vaccine mandate ending.      
      washington dc mayor muriel browser listens during a public safety briefing at the marion s. barry, jr., building in washington, dc, on july 28, 2021. bowser is lifting mask mandates for indoor restaurants and bars, but not for schools. 
       (photo by olivier douliery / afpvia getty images) the timing of that decision sparked backlash from supporters of the big board, a d.c., bar which was shut down for its refusal to comply with the vaccine mandate.  ""you shut down @thebigboarddc, a veteran-owned small business, for nothing. disgraceful,"" rep. dan bishop, r-n.c., tweeted.  bowser was also asked about the big board. she said dodged making any specific statement about the bar but said the city may have already accomplished its goals of increasing vaccination rates with its mandates.     
      lurie children's hospital registered nurse carolyn ruyle prepares a dose of a pfizer covid-19 vaccine at lurie children's hospital friday, nov. 5, 2021, in chicago. health officials hailed shots for kids ages 5 to 11 as a major breakthrough after more than 18 months of illness, hospitalizations, deaths and disrupted education. (ap photo/nam y. huh) 
       (ap photo/nam y. huh) click here to get the fox news app ""as understand it, big board is still in the process with [the alcoholic beverage regulation administration] and that process will play itself out. i don't know all of the details. but big board was found to violate our requirements and now that those requirements will be changing, first with the vaccine requirement sand then with the mask requirements,"" she said.  ""i will say we look very closely at our levels of vaccination. we did see at the hight of omicron with a lot of attention on omicron vaccine mandates in place,"" bowser added. ""but we've also seen those numbers start to decline. so we do believe that we've gotten the push out of the vaccine requirement for indoor venues that we're gonna get."" bowser also emphasized that businesses may voluntarily keep vaccine and mask requirements.   ",2022-02
302,California teachers union leader under fire for maskless picture at Rams game,Michael Lee,2022-02-14 21:02:00,"  close     video   the five - monday, february 14   on today’s episode, ‘the five’ debate when the hypocrisy of mask mandates will end after celebrities weren’t wearing them at the super bowl. plus, the clinton campaign hacked into trump tower servers to link donald trump to russia.  new you can now listen to fox news articles!
   a member of the  california  teachers association board of directors is under fire for the union's continued support of school mask mandates despite being pictured at a recent los angeles rams game without a mask. ""this california teachers association board of directors member, jesse aguilar, isn’t interested in a ‘cautious’ approach for adults, only our kids. this is jesse aguilar. he went to nfc championship game with 70k strangers - he is #donewithcovid but his union wants kids masked,"" the la parent union, a group advocating for an end to california's school covid-19 restrictions, posted on twitter monday.     
      masked students wait to be taken to their classrooms at enrique s. camarena elementary school, wednesday, july 21, 2021, in chula vista, california.
       (ap photo/denis poroy, file) california mask mandate ignored by high-profile celebrities spotted enjoying super bowl lvi pictured in the tweet was cta board of directors  member jesse aguilar,  who appeared to be celebrating the rams nfc championship win last month. a facebook profile belonging to aguilar  features the same photo  from jan. 31. attached to the la parent union post was a recent statement from the california teacher's association, which included cta president e. toby boyd applauding the  state's decision  to keep  covid-19  restrictions such as masks in place for k-12 students.     
      photo of gov. gavin newsom and magic johnson 
       (@magicjohnson) ""we support the administration's decision to pause and gather more information to make a science-based decision on school masking that responds to this moment in the pandemic and helps the state transition with an eye on equity,"" the statement reads. the picture of aguilar comes from the same game that saw california gov. gavin newsom  generate controversy  for his own maskless photograph, a move he defended despite a policy in place that required all spectators to wear masks. ""i was very judicious yesterday, very judicious, and you’ll see the photo that i did take where magic was kind enough, generous enough, to ask me for a photograph, and in my left hand’s a mask and i took a photo,"" newsom said of the photo he took with nba legend magic johnson. ""the rest of the time i wore it as we all should — not when i had a glass of water or anything, and i encourage everybody else to do so.""     
      california gov. gavin newsom.
       (ap photo/jeff chiu, file) click here to get the fox news app aguilar took a similar line of defense to his maskless picture in a  facebook post monday , claiming that he only took off his mask to snap the photo. ""this person wants to know where my mask was. it was in my pocket. i took it off for the picture. there was nobody in front of me,"" aguilar said in the post. ""i’m glad to wear my mask in a pandemic. it’s not hard and it shows i care about the people around me. i was glad sofi required proof of vaccination. getting vaccinated is the sane thing to do in a pandemic. i’m glad sane people behave in a sane manner in an insane time. where’s your mask?""  ",2022-02
303,California leaving school mask mandate in place despite lifting indoor mask mandates elsewhere,Jon Brown,2022-02-14 19:06:00,"  close     video   'the five' react to biden claiming mask mandates aren't about freedom   'the five' discuss celebrities not wearing masks at the super bowl and biden suggesting ending mask mandates may be premature. new you can now listen to fox news articles!
   california  is not lifting the state's school mask mandate despite allowing vaccinated people to go maskless in most indoor spaces starting tuesday. california health and human services secretary dr. mark ghaly made the announcement during a monday afternoon news conference, during which he also said that the school mask mandate and other  covid-19  protocols would be reassessed on feb. 28. ghaly assured that the mandate for schoolchildren will eventually be lifted, maintaining that ""the question is when, not if."" effective tuesday, california's mask mandate will be  lifted  for most indoor venues. masks will still be required in schools, as well as on public transit, in health care facilities and in airports. los angeles county is maintaining its own mandate independent of the state regulations, and will be requiring indoor masking for at least a few more weeks, according to the county’s public health director dr. barbara ferrer.     
      california gov. gavin newsom holds a face mask while speaking at a news conference in oakland, calif., monday, july 26, 2021.
       (ap/jeff chiu) bowser lifting dc mask mandate for bars, gyms, concerts, but not schools california's policy echoes that of washington, d.c., where mayor muriel bowser announced monday that the city will lift its  mask requirements  for many public venues, including bars, restaurants and schools, but will keep in place its mask mandates for  schoolchildren . the city's vaccine mandate for indoor venues will also expire starting tuesday.     
      d.c. mayor muriel browser listens during a public safety briefing at the marion s. barry, jr., building in washington, d.c., on july 28, 2021.
       (olivier douliery/afp via getty images) click here to get the fox news app ""because of that diligence that we have seen since the height of omicron wave entered the district in december, cases have dropped more than 90% and there has been a 95% reduction in hospitalizations,"" bowser said. ""we are in a much better place now."" fox news' tyler olson contributed to this report.  ",2022-02
304,GOP senators renew efforts to defund Biden's vaccine mandates,Jon Brown,2022-02-14 16:28:00,"  close     video   president biden delivers remarks to health center leaders from across the country    new you can now listen to fox news articles!
   first on fox : a group of republican senators wrote a letter to their colleagues monday urging them to oppose easing passage of the continuing resolution before the senate until there is a roll call vote on an amendment that would defund the enforcement of  president biden 's vaccine mandates. explaining their intention to stand against such mandates ""until they are discontinued in ambition, design, and practice,"" sens. mike lee of utah, roger marshall of kansas, cynthia lummis of wyoming, mike braun of indiana, rand paul of kentucky and ted cruz of texas said they ""will not consent to a time agreement that eases passage of the continuing resolution"" until such a vote is permitted. ""we have consistently opposed president biden’s federal covid-19 vaccine mandates, which would force millions of americans to choose between an unwanted medical procedure and being able to provide for their families. for legal, constitutional, and policy reasons, we remain not only strongly opposed to the mandates, but also firmly convinced that the risk of inaction on our part is unacceptably high,"" the senators wrote.     
      sen. ted cruz speaks during a television interview at the u.s. capitol on april 28, 2021.
       (reuters/eric scott) ""millions of americans are now free from this unwarranted federal invasion into health care decisions, but for how long?"" the senators continued, referring to the recent supreme court decision that blocked the osha mandate. biden admits his vaccine mandates are unpopular but says they're ‘legal and effective’     
      sen. mike lee speaks during the news conference in the capitol on july 20, 2021.
       (bill clark/cq-roll call, inc) ""in addition to the lingering, harmful uncertainty faced by those subject to the four remaining covid-19 mandates – specifically, those imposing vaccine requirements on medical workers, military personnel, federal employees, and federal contractors – the american people as a whole still face uncertainty as to whether president biden has abandoned his desire to impose similar requirements on them."" the letter went on to slam biden's vaccine mandates as a ""serious abuse of both federal power and executive authority"" that further strains the country economically and socially while ignoring scientific evidence regarding natural immunity and the efficacy of the covid-19 vaccines.     
      sen. rand paul questions dr. anthony fauci during a senate health, education, labor and pensions committee hearing on may 11, 2021, in washington.
       (greg nash-pool/getty images) ""in any event, president biden has no business forcing people to make a tragic choice between unemployment and an unwanted vaccination,"" they added. click here to get the fox news app ""history will bear record of whether we chose to endure tyranny, or oppose it, in this pivotal moment. we invite you to stand with us and oppose the [continuing resolution] until it explicitly defunds the implementation and enforcement of these mandates. at a minimum, we need to take a vote on this before funding their enforcement. the livelihoods and personal freedoms of millions of americans are at stake,"" they concluded.  ",2022-02
305,"McConnell slams mandates after Super Bowl, says 'political science' only science that changed",Michael Lee,2022-02-14 18:37:00,"  close     video   'the five' react to biden claiming mask mandates aren't about freedom   'the five' discuss celebrities not wearing masks at the super bowl and biden suggesting ending mask mandates may be premature. new you can now listen to fox news articles!
   senate minority leader  mitch mcconnell  took aim at the continued masking of children in schools, pointing to the many maskless ""rich celebrities"" at sunday's super bowl while kids are still forced to wear the coverings. ""the only science that's changed in the last two weeks is the political science,"" mcconnell said monday. ""even as democrats permit grownups to get back to normal, they're clinging on to their emergency powers over k through 12 classrooms.""     
      senate minority leader mitch mcconnell
       (eric lee/bloomberg via getty images) california mask mandate ignored by high-profile celebrities spotted enjoying super bowl lvi mcconnell appeared to be referring to multiple high-profile personalities who were spotted maskless during nbc's coverage of the super bowl, including jay-z, charlize theron, lebron james, jennifer lopez and ben affleck. social media users tuning into the broadcast were quick to point out that kids in california's schools are still subject to strict  covid-19  restrictions, including the mandatory use of masks.     
      lebron james at super bowl lvi 
       (andy lyons/getty images) ""here’s the video of every celebrity without a mask during the super bowl. but every kid in california will have to be wearing them tomorrow in school,"" outkick.com’s clay travis tweeted during the game. ""they must all be holding their breaths the entire game."" mcconnell was among those who noticed, noting that young students who watched the game would be forced to ""cover their own faces"" the following day at school. ""americans who watched the super bowl saw rich celebrities having a grand time with hardly a mask in sight,"" mcconnell said. ""but under democrats policies, first-graders who watch that big plus party last night had to wake up this morning and cover their own faces..to go to school."" click here to get the fox news app     
      senate minority leader mitch mcconnell. (ap photo/j. scott applewhite)
       the kentucky lawmaker also argued that people have ""known for many months"" that vaccines work to reduce the risk of covid-19 to a level that should allow for a return for normalcy. ""we've known..that this variant is significantly milder,"" mcconnell said. ""we've known for many months that the universally available vaccines reduce the odds of hospitalization or death down to the level of many routine risks that we all face constantly in our daily lives.""  ",2022-02
306,How Justin Trudeau's incompetence revved up a global protest,David Marcus,2022-02-15 05:00:00,"  close     video   'outnumbered' on hackers hitting canada's freedom convoy fundraising website   the panel reacted to move after hackers targeted 'givesendgo' accusing the canadian truckers of an 'insurrection' for pushing back against the vaccine mandate. new you can now listen to fox news articles!
   eric and two of his buddies were in a small gaggle just outside the parliament building here in ottawa, steam pouring from their coffee cups like so many 19th century smokestacks. he’s been here since the protest started three weeks ago and he told me, "" candians  are losing their democracy and [prime minister justin] trudeau is trying to turn people against us."" michelle, her nails done in a patriotic red and white as we smoked cigarettes on albert street tells me, ""i’m a hippie. we aren’t telling anyone they can’t wear masks or get vaccinated, so why are people trying to force us?"" she and her husband have made the 6-hour trek each weekend from their home in canada near niagara falls. this time they brought their kids, ""because this is history.""     
      trucks line the downtown streets of ottawa on the 14th day of the ""freedom convoy.""
       (fox news digital/lisa bennatan) david marcus: canada truckers want freedom, not a global world where elites control their lives the inescapable question as one talks to the protesters is why hasn’t trudeau talked to them? three weeks ago he had a choice, he could have listened to their concerns, shown some degree of interest in them and in all likelihood stomped out the story. instead, he made ridiculous claims about them being fringe racists, and stooges for american right-wingers. what he got for this choice was not just a canadian crisis, but a global one. as conflict emerges on the streets of paris, and the blockade of the border bridge outside of detroit was just brought to an end, one has to ask if any of this would be happening had trudeau simply met with these protesters when this all started. in the end, this arrogance and obstinacy from trudeau and his government has only hardened the position of the protesters.   video in a tremendous self-own the cbc, a state owned and operated news outlet, ran a story on sunday with the headline ""why the word ‘freedom’ is such a rallying cry for protesters."" a subheading reads, ""the word has become common among far-right groups, experts say."" excuse me? can this be real? the canadian government through its media lackeys are really running down the concept of freedom? meanwhile, the protest seems to be having its desired effect, at least in part. on monday, premier of ontario doug ford announced that as of march 1st a slew of restrictions will be cut back. these include limits on indoor capacity and the vaccine passport mandate to enter venues. ford claims these reversals were not because of the trucker convoy but ""in spite of it."" maybe that is true, but it sure doesn’t look that way.   video so now, in a mere three weeks, the position of the canadian government has gone from, the truckers are white supremacists, to the truckers are agents of american right-wing interests, to making major concessions. these concessions could not have been made or even discussed 21 days ago? why not? click here to get the opinion newsletter from the beginning of the pandemic and its myriad state imposed restrictions the fear of many people has been that this grip on power will not be relinquished even when the medical emergency is abated. trudeau’s response to the trucker protest can only solidify those fears. it is anathema to the very concept of democracy, and indeed, freedom, for the leader of canada to simply refuse to listen to the legitimate concerns of her people. click here to get the fox news app what has resonated across the globe from this group of canadians demanding their rights in the freezing cold is not just their words and willpower, but the absolutely shameless response from trudeau, who at the start of this whole thing went so far as to go into hiding. hiding from what? what i have seen is patriotic canadians waving their flag and singing their anthem. if that is enough to scare justin trudeau then maybe canada needs a leader with a bit more courage. click here to read more from david marcus  ",2022-02
