"Headline_name","Headline_url","Headline_Category","Headline_Category_url","Headline_Article_name"
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","EU foreign policy chief Josep Borrell said the bloc’s foreign ministers would meet on Sunday evening to discuss emergency assistance for Ukraine’s armed forces."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Ukraine, a democratic nation of 44 million people, won independence from Moscow in 1991 after the fall of the Soviet Union and wants to join NATO and the EU, goals Russia opposes."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Putin has said he must eliminate what he calls a serious threat to his country from its smaller neighbor, accusing it of genocide against Russian-speakers in eastern Ukraine — a charge dismissed by Kyiv and its Western allies as baseless propaganda."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","The United States has observed more than 250 launches of Russian missiles, mostly short-range, at Ukrainian targets, the U.S. defense official said."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","A Ukrainian presidential adviser said about 3,500 Russian soldiers had been killed or wounded and that Russian troops had not made serious gains on the third day of fighting. Western officials have also said intelligence showed Russia suffering higher casualties than expected and its advance slowing."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Russia has not released casualty figures and it was impossible to verify tolls or the precise picture on the ground."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","“We know that (Russian forces) have not made the progress that they wanted to make, particularly in the north. They have been frustrated by what they have seen is a very determined resistance,” the U.S. official said, without providing evidence."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Chechen leader Ramzan Kadyrov, a close Putin ally, said on Saturday his fighters were also deployed in Ukraine. He said Russian forces could easily take Kyiv and other large cities but their task was to avoid loss of life."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Kyiv Mayor Vitali Klitschko said there was no major Russian military presence in the capital, but that saboteur groups were active and he was imposing a curfew from Saturday evening until Monday morning."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Klitschko, a former world heavyweight boxing champion, later told Germany’s Bild tabloid the city was “nearly encircled.”"
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Authorities have handed thousands of assault rifles to residents and told citizens to make petrol bombs to help repel the invaders."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Ukrainians faced lengthy queues for money at cash machines and for fuel at gas stations, where individual sales are mostly limited to 20 liters. Many shops in the city center were closed and the streets were largely empty on Saturday afternoon."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","“I was smart enough to stock up food for at least a month,” said Serhiy, out for a walk before the curfew. “I did not trust the politicians that this would end peacefully.”"
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","At least 198 Ukrainians, including three children, have been killed and 1,115 people wounded so far in Russia’s invasion, Interfax quoted Ukraine’s Health Ministry as saying. It was unclear whether the numbers comprised only civilian casualties."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Interfax later cited the regional administration in Donetsk, eastern Ukraine, saying 17 civilians had been killed and 73 wounded by Russian shelling."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Moscow says it is taking care not to hit civilian sites."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Russia’s Defense Ministry said its forces had captured Melitopol, a city of 150,000 in southeastern Ukraine. Ukrainian officials did not comment and Britain cast doubt on the report."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","If confirmed, it would be the first significant population center the Russians have seized."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","The city of Mariupol, a key port on the Sea of Azov in southeast Ukraine, remained under relentless shelling on Saturday, Mayor Vadim Boychenko said in a televised address."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","“They are shelling schools, apartment blocks,” he said."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","About 100,000 people have crossed into Poland from Ukraine since Thursday, including 9,000 who have entered since 7 a.m. on Saturday, Polish Deputy Interior Minister Pawel Szefernaker said."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","“The most important thing is that people survive,” said Katharina Asselborn, wiping away tears while waiting at the Polish border for her sister, aunt and her three children to arrive from their home in Ukraine’s Black Sea port of Odessa."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","“The last 30 kilometers to the border they went on foot.”"
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Ukrainians were also crossing the borders into Hungary, Romania and Slovakia."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Western nations have also announced new sanctions on Russia, including blacklisting its banks and banning technology exports."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","They have so far stopped short of forcing Russia out of the SWIFT system for international bank payments, though Germany’s foreign and economy ministers and French presidential official indicated on Saturday that such a move may come soon."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Several European countries, including Russia’s Baltic neighbors Lithuania and Latvia, said they were closing their airspace to Russian airliners."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Protests against the war took place in Berlin, Bern, London, Tokyo, Sydney and other cities worldwide."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","Abramov Kiril, a 33-year-old Ukrainian living in Romania who still has grandparents in southern Ukraine, was among around 1,000 people demonstrating against Putin’s move outside the Russian Embassy in Bucharest."
"Ukraine vows to keep fighting as Russia forces close on Kyiv","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","World","https://www.japantimes.co.jp/news/2022/02/27/world/russia-ukraine-weapons-west/","“If they will not stop him in Ukraine he will go forward,” he said. “Somehow, together with everybody, with all the countries in Europe and … all the world, we need to stop him.”"
"North Korea launches a apparent ballistic missile as world watches Ukraine","https://www.japantimes.co.jp/news/2022/02/27/asia-pacific/north-korea-missile-ukraine/","Asia Pacific","https://www.japantimes.co.jp/news/2022/02/27/asia-pacific/north-korea-missile-ukraine/","Nuclear-armed North Korea fired an apparent ballistic missile Sunday morning, Japan’s Defense Ministry said, as the world remains fixated on Ukraine and the Russian invasion of its neighbor."
"North Korea launches a apparent ballistic missile as world watches Ukraine","https://www.japantimes.co.jp/news/2022/02/27/asia-pacific/north-korea-missile-ukraine/","Asia Pacific","https://www.japantimes.co.jp/news/2022/02/27/asia-pacific/north-korea-missile-ukraine/","The South Korean military also confirmed the launch of an unidentified projectile."
"North Korea launches a apparent ballistic missile as world watches Ukraine","https://www.japantimes.co.jp/news/2022/02/27/asia-pacific/north-korea-missile-ukraine/","Asia Pacific","https://www.japantimes.co.jp/news/2022/02/27/asia-pacific/north-korea-missile-ukraine/","Sunday’s launch comes after it conducted seven missile tests in January — the most ever in a single month for the isolated nation."
"North Korea launches a apparent ballistic missile as world watches Ukraine","https://www.japantimes.co.jp/news/2022/02/27/asia-pacific/north-korea-missile-ukraine/","Asia Pacific","https://www.japantimes.co.jp/news/2022/02/27/asia-pacific/north-korea-missile-ukraine/","On Jan. 30, North Korea launched a Hwasong-12 intermediate-range ballistic missile (IRBM) that Tokyo said has a range of 5,000 kilometers — putting all of Japan and the U.S. territory of Guam within striking distance. It was the first such test since November 2017. Both Japan and Guam are home to key U.S. military bases that would be used in any crisis on the Korean Peninsula."
"North Korea launches a apparent ballistic missile as world watches Ukraine","https://www.japantimes.co.jp/news/2022/02/27/asia-pacific/north-korea-missile-ukraine/","Asia Pacific","https://www.japantimes.co.jp/news/2022/02/27/asia-pacific/north-korea-missile-ukraine/","That move came weeks after North Korea hinted at ending its self-imposed moratorium on nuclear and long-range missile tests while calling on Washington to drop what it said is a “hostile policy” toward Pyongyang."
"North Korea launches a apparent ballistic missile as world watches Ukraine","https://www.japantimes.co.jp/news/2022/02/27/asia-pacific/north-korea-missile-ukraine/","Asia Pacific","https://www.japantimes.co.jp/news/2022/02/27/asia-pacific/north-korea-missile-ukraine/","The remarks and launches have stoked concern that North Korean leader Kim Jong Un may be opening the door to tests of increasingly powerful weapons after years of focusing on less provocative launches."
"North Korea launches a apparent ballistic missile as world watches Ukraine","https://www.japantimes.co.jp/news/2022/02/27/asia-pacific/north-korea-missile-ukraine/","Asia Pacific","https://www.japantimes.co.jp/news/2022/02/27/asia-pacific/north-korea-missile-ukraine/","Amid concerns that the Ukraine crisis could take Washington’s focus off the North Korean nuclear threat, U.S. Secretary of State Antony Blinken denied this would be the case last month, saying that the U.S. can “walk and chew gum at the same time” even as it faces down other global challenges."
"COVID-19 vaccinations for young children begin in Japan as omicron continues to spread","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","National","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","Vaccinations against the coronavirus for children age 5 to 11 started in some municipalities in Japan on Saturday as the continuing spread of the omicron variant causes a sharp increase in the number of infected children."
"COVID-19 vaccinations for young children begin in Japan as omicron continues to spread","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","National","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","According to the health ministry, minors including young children accounted for 29.6% of all new COVID-19 infections across the country between Feb. 1 and 21, making up the largest age group."
"COVID-19 vaccinations for young children begin in Japan as omicron continues to spread","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","National","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","The number of children covered by the vaccine rollout is around 7 to 8 million. Priority will be given to those with underlying diseases and others at high risk of serious illness from the coronavirus."
"COVID-19 vaccinations for young children begin in Japan as omicron continues to spread","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","National","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","While vaccinations for the age group are expected to begin in wider parts of the country in March, some municipalities have been allowed to start earlier if they are already prepared."
"COVID-19 vaccinations for young children begin in Japan as omicron continues to spread","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","National","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","Children will be given Pfizer Inc.'s COVID-19 vaccine twice at three-week intervals. Each dose contains one-third the amount of active ingredients for people age 12 or older."
"COVID-19 vaccinations for young children begin in Japan as omicron continues to spread","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","National","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","In a clinical trial conducted before the spread of the omicron variant, the vaccine was 90.7% effective in preventing the onset of the disease seven days after the second dose."
"COVID-19 vaccinations for young children begin in Japan as omicron continues to spread","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","National","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","The trials also found that while some subjects experienced sore arms, fatigue and headaches the next day, the side effects disappeared quickly and there were no safety issues."
"COVID-19 vaccinations for young children begin in Japan as omicron continues to spread","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","National","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","At a clinic in Tokyo's Adachi Ward on Saturday, three children age 8 to 11 received vaccine shots while their parents watched."
"COVID-19 vaccinations for young children begin in Japan as omicron continues to spread","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","National","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","""I'm glad I got a shot to avoid spreading infections,"" Konatsu Kozu, 11, said. Her father, Yoshiaki, 45, said he felt ""relieved."""
"COVID-19 vaccinations for young children begin in Japan as omicron continues to spread","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","National","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","The health ministry has decided to make inoculations for children free of charge through a revision to a related ministry ordinance."
"COVID-19 vaccinations for young children begin in Japan as omicron continues to spread","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","National","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","Meanwhile, parents are not obliged to make efforts to have their children vaccinated. The ministry, which recommends vaccinations for children, is continuing discussions on the issue."
"COVID-19 vaccinations for young children begin in Japan as omicron continues to spread","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","National","https://www.japantimes.co.jp/news/2022/02/26/national/children-vaccinations-begin/","To avoid the possibility of peer pressure or discrimination, the ministry does not recommend mass vaccinations take place at schools."
"Japanese-owned cargo ship hit by missile off Ukraine","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","National","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","Matsuyama, Ehime Pref. – A cargo ship owned by a Japanese firm was hit by a missile off the coast of Ukraine in the Black Sea on Friday, injuring one crew member, the marine transportation firm in western Japan said Saturday, as heavy fighting ensued following the Russian invasion of its former Soviet neighbor."
"Japanese-owned cargo ship hit by missile off Ukraine","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","National","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","The Panamanian-registered cargo ship Namura Queen was damaged and one of the 20 Filipino crew sustained a nonlife threatening injury to his shoulder, according to the firm based in Imabari, Ehime Prefecture."
"Japanese-owned cargo ship hit by missile off Ukraine","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","National","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","The ship can operate under its own steam and has headed to Turkey, where the damage to the vessel will be assessed, the firm said."
"Japanese-owned cargo ship hit by missile off Ukraine","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","National","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","Ukraine authorities said the missile was fired by Russian forces, following their military invasion of Ukraine earlier this week."
"Japanese-owned cargo ship hit by missile off Ukraine","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","National","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","The incident occurred near a port in the Odessa region, southern Ukraine, in waters that vessels had been warned to avoid. The Namura Queen did not know of the initial warning and was hit by the missile as it was trying to move outside the area."
"Japanese-owned cargo ship hit by missile off Ukraine","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","National","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","The ship was scheduled to dock at the port and load grain."
"Japanese-owned cargo ship hit by missile off Ukraine","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","National","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","The marine transportation firm was alerted on Friday evening by the Philippine company that runs the ship that the vessel had sustained missile damage."
"Japanese-owned cargo ship hit by missile off Ukraine","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","National","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","The impact of the current Russian military aggression of Ukraine on one of its vessels has sent staff of the Japanese firm scrambling for information."
"Japanese-owned cargo ship hit by missile off Ukraine","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","National","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","An official of a group company linked to the firm who spoke to reporters said they are relieved to hear that the lives of all crewmembers were not in danger."
"Japanese-owned cargo ship hit by missile off Ukraine","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","National","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","“We would like to move them to a secure place as soon as possible,” he said, adding that he hoped tensions in Ukraine would ease as soon as possible so ships are able to safely transport goods."
"Japanese-owned cargo ship hit by missile off Ukraine","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","National","https://www.japantimes.co.jp/news/2022/02/26/national/ukraine-japan-shipping/","A total of three nonmilitary vessels have now been hit since the start of the invasion."
"Japan's sanctions cloud territorial dispute with Russia","https://www.japantimes.co.jp/news/2022/02/26/national/politics-diplomacy/russia-japan-territorial-dispute/","","","Japan’s additional sanctions on Russia, announced a day after the start of Moscow’s invasion of Ukraine, are likely to make the path forward over the long-standing territorial issue between Tokyo and Moscow more uncertain."
"Japan's sanctions cloud territorial dispute with Russia","https://www.japantimes.co.jp/news/2022/02/26/national/politics-diplomacy/russia-japan-territorial-dispute/","","","Continuing bilateral dialogue on the territorial row over four Russian-held islands off Hokkaido appears difficult following Tokyo’s announcement Friday of the sanctions, analysts said."
"Japan's sanctions cloud territorial dispute with Russia","https://www.japantimes.co.jp/news/2022/02/26/national/politics-diplomacy/russia-japan-territorial-dispute/","","","“It’s important to clearly show that costs will be high for action violating international law,” Prime Minister Fumio Kishida said at Friday’s meeting of the Budget Committee of the House of Councilors, referring to Russia’s military aggression against Ukraine."
"Japan's sanctions cloud territorial dispute with Russia","https://www.japantimes.co.jp/news/2022/02/26/national/politics-diplomacy/russia-japan-territorial-dispute/","","","“For the time being, we need to refrain from talking about the territorial issue,” he added."
"Japan's sanctions cloud territorial dispute with Russia","https://www.japantimes.co.jp/news/2022/02/26/national/politics-diplomacy/russia-japan-territorial-dispute/","","","Former Prime Minister Shinzo Abe held talks with Putin a number of times while he was in office, helping create momentum for the resolution of the dispute. Tokyo aimed to make progress on the issue through joint economic activities on and around the disputed islands, but bilateral negotiations did not proceed smoothly."
"Japan's sanctions cloud territorial dispute with Russia","https://www.japantimes.co.jp/news/2022/02/26/national/politics-diplomacy/russia-japan-territorial-dispute/","","","Later, the two sides continued working-level talks while exploring the possibility of resuming negotiations between high-level officials, including their leaders."
"Japan's sanctions cloud territorial dispute with Russia","https://www.japantimes.co.jp/news/2022/02/26/national/politics-diplomacy/russia-japan-territorial-dispute/","","","The islands, which Tokyo calls the Northern Territories, were seized by the former Soviet Union from Japan at the end of World War II. The dispute has prevented Tokyo and Moscow from concluding a peace treaty to formally end their wartime hostilities."
"Japan's sanctions cloud territorial dispute with Russia","https://www.japantimes.co.jp/news/2022/02/26/national/politics-diplomacy/russia-japan-territorial-dispute/","","","The Kishida administration also planned to patiently continue negotiations with Russia to resolve the problem. In the wake of the Russian invasion of Ukraine, however, Japan decided to impose additional sanctions on Russia in step with the United States and Europe, saying that Russia’s behavior will shake the foundation of international order."
"Japan's sanctions cloud territorial dispute with Russia","https://www.japantimes.co.jp/news/2022/02/26/national/politics-diplomacy/russia-japan-territorial-dispute/","","","Sanctions that Japan imposed on Moscow after Russia annexed Crimea in 2014 were thought by some to be not very effective. But a senior official of the Foreign Ministry said, “This time, I think our sanctions will be effective because we are acting with the United States and Europe.”"
"Japan's sanctions cloud territorial dispute with Russia","https://www.japantimes.co.jp/news/2022/02/26/national/politics-diplomacy/russia-japan-territorial-dispute/","","","But Russia is reacting harshly to the Japanese sanctions. Another senior official of the Foreign Ministry cautioned that Russia is expected to “take retaliatory steps with a similar degree” against Japan."
"Japan's sanctions cloud territorial dispute with Russia","https://www.japantimes.co.jp/news/2022/02/26/national/politics-diplomacy/russia-japan-territorial-dispute/","","","“We cannot advance the territorial negotiations at this moment,” a government official said."
"Japan's sanctions cloud territorial dispute with Russia","https://www.japantimes.co.jp/news/2022/02/26/national/politics-diplomacy/russia-japan-territorial-dispute/","","","Also clouding the restart of bilateral talks are worsening sentiments toward Russia among lawmakers of the ruling Liberal Democratic Party."
"Japan's sanctions cloud territorial dispute with Russia","https://www.japantimes.co.jp/news/2022/02/26/national/politics-diplomacy/russia-japan-territorial-dispute/","","","At Friday’s joint meeting of LDP divisions, including the foreign affairs division, some called for a review of the framework on Japan-Russia joint economic activities. Others complained that Tokyo has a ministerial post for economic cooperation with Russia, which is now held concurrently by Minister of Economy, Trade and Industry Koichi Hagiuda."
